Transaction,Entry,Exit,Revenue,Gross Revenue,Rate,Type
100685,2019-01-05T14:00:00,2019-01-06T14:00:00,20,22,Weekend,Reserved
100686,2019-01-05T14:00:00,2019-01-05T22:00:00,11,13,Weekend,Reserved
100687,2019-01-05T14:00:00,2019-01-05T22:00:00,16,18,Weekend,Reserved
100688,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100689,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100690,2019-01-05T14:00:00,2019-01-05T22:00:00,16,18,Weekend,Reserved
100691,2019-01-05T14:00:00,2019-01-05T22:00:00,16,18,Weekend,Reserved
100692,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100693,2019-01-05T14:00:00,2019-01-06T14:00:00,20,22,Daily,Reserved
100694,2019-01-05T14:00:00,2019-01-05T22:00:00,16,18,Weekend,Reserved
100695,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100696,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100697,2019-01-05T14:00:00,2019-01-05T17:00:00,12,14,Weekend,Reserved
100698,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100699,2019-01-05T14:30:00,2019-01-05T22:30:00,16,18,Weekend,Reserved
100700,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100701,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100702,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100703,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100704,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100705,2019-01-05T14:30:00,2019-01-05T17:30:00,12,14,Weekend,Reserved
100706,2019-01-05T15:00:00,2019-01-05T23:00:00,13,15,Evening,Reserved
100707,2019-01-05T15:00:00,2019-01-05T23:00:00,13,15,Evening,Reserved
100708,2019-01-05T15:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100709,2019-01-05T15:00:00,2019-01-05T23:00:00,16,18,Weekend,Reserved
100710,2019-01-05T15:00:00,2019-01-05T23:00:00,11,13,Weekend,Reserved
100711,2019-01-05T15:00:00,2019-01-05T23:00:00,13,15,Evening,Reserved
100712,2019-01-05T15:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100713,2019-01-05T15:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100714,2019-01-05T15:00:00,2019-01-05T23:00:00,11,13,Weekend,Reserved
100715,2019-01-05T15:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100716,2019-01-05T15:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100717,2019-01-05T15:00:00,2019-01-05T23:00:00,11,13,Weekend,Reserved
100718,2019-01-05T15:00:00,2019-01-05T23:00:00,13,15,Evening,Reserved
100719,2019-01-05T15:00:00,2019-01-06T15:00:00,20,22,Weekend,Reserved
100720,2019-01-05T15:20:00,2019-01-05T15:49:56,0,12,Daily,Walk In
100721,2019-01-05T15:30:00,2019-01-05T23:30:00,13,15,Evening,Reserved
100722,2019-01-05T15:30:00,2019-01-06T15:30:00,20,22,Daily,Reserved
100723,2019-01-05T15:30:00,2019-01-05T16:30:00,12,14,Weekend,Reserved
100724,2019-01-05T15:30:00,2019-01-05T23:30:00,16,18,Weekend,Reserved
100725,2019-01-05T15:30:00,2019-01-05T23:30:00,13,15,Evening,Reserved
100726,2019-01-05T15:30:00,2019-01-05T18:30:00,12,14,Weekend,Reserved
100727,2019-01-05T15:30:00,2019-01-05T18:30:00,12,14,Weekend,Reserved
100728,2019-01-05T15:30:00,2019-01-05T23:30:00,13,15,Evening,Reserved
100729,2019-01-05T15:30:00,2019-01-05T18:30:00,12,14,Weekend,Reserved
100730,2019-01-05T15:30:00,2019-01-05T18:30:00,12,14,Weekend,Reserved
100731,2019-01-05T16:00:00,2019-01-05T19:00:00,12,14,Weekend,Reserved
100732,2019-01-05T16:00:00,2019-01-05T23:00:10,16,16,Weekend,Reserved
100733,2019-01-05T16:00:00,2019-01-05T19:00:00,12,14,Weekend,Reserved
100734,2019-01-05T16:00:00,2019-01-05T19:00:00,12,14,Weekend,Reserved
100735,2019-01-05T16:00:00,2019-01-06T00:00:00,16,18,Evening,Reserved
100736,2019-01-05T16:00:00,2019-01-06T00:00:00,16,18,Evening,Reserved
100737,2019-01-05T16:00:00,2019-01-06T00:00:00,16,18,Evening,Reserved
100738,2019-01-05T16:30:00,2019-01-05T19:30:00,10,12,Weekend,Reserved
100739,2019-01-05T16:30:00,2019-01-05T19:30:00,12,14,Weekend,Reserved
100740,2019-01-05T16:30:00,2019-01-05T19:30:00,10,12,Weekend,Reserved
100741,2019-01-05T16:30:00,2019-01-05T19:30:00,10,12,Weekend,Reserved
100742,2019-01-05T16:36:00,2019-01-06T08:04:26,0,38,Daily,Walk In
100743,2019-01-05T16:45:00,2019-01-05T17:35:22,12,12,Daily,Walk In
100744,2019-01-05T17:00:00,2019-01-06T17:00:00,20,22,Weekend,Reserved
100745,2019-01-05T17:00:00,2019-01-06T01:00:00,16,18,Weekend,Reserved
100746,2019-01-05T17:00:00,2019-01-05T18:00:00,12,14,Weekend,Reserved
100747,2019-01-05T17:00:00,2019-01-05T20:00:00,12,14,Weekend,Reserved
100748,2019-01-05T17:00:00,2019-01-05T20:00:00,12,14,Weekend,Reserved
100749,2019-01-05T17:00:00,2019-01-06T01:00:00,13,15,Evening,Reserved
100750,2019-01-05T17:00:00,2019-01-05T20:00:00,10,12,Weekend,Reserved
100751,2019-01-05T17:00:00,2019-01-06T01:00:00,13,15,Evening,Reserved
100752,2019-01-05T17:00:00,2019-01-05T20:00:00,12,14,Weekend,Reserved
100753,2019-01-05T17:03:00,2019-01-05T23:08:26,0,10,Daily,Walk In
100754,2019-01-05T17:12:00,2019-01-05T21:09:31,0,10,Daily,Walk In
100755,2019-01-05T17:30:00,2019-01-06T01:30:00,13,15,Evening,Reserved
100756,2019-01-05T17:30:00,2019-01-06T01:30:00,13,15,Evening,Reserved
100757,2019-01-05T17:30:00,2019-01-05T20:30:00,12,14,Weekend,Reserved
100758,2019-01-05T18:00:00,2019-01-05T21:00:00,12,14,Weekend,Reserved
100759,2019-01-05T18:00:00,2019-01-06T02:00:00,11,13,Weekend,Reserved
100760,2019-01-05T18:30:00,2019-01-06T02:30:00,13,15,Evening,Reserved
100761,2019-01-05T18:30:00,2019-01-06T02:30:00,11,13,Weekend,Reserved
100762,2019-01-05T18:30:00,2019-01-05T21:30:00,12,14,Weekend,Reserved
100763,2019-01-05T18:30:00,2019-01-05T18:59:26,0,10,Daily,Walk In
100764,2019-01-05T18:43:00,2019-01-05T22:07:32,0,10,Daily,Walk In
100765,2019-01-05T19:00:00,2019-01-05T22:00:00,10,12,Weekend,Reserved
100766,2019-01-05T19:00:00,2019-01-05T22:00:00,10,12,Weekend,Reserved
100767,2019-01-05T19:28:00,2019-01-05T21:58:36,0,10,Daily,Walk In
100768,2019-01-05T19:30:00,2019-01-06T03:30:00,11,13,Weekend,Reserved
100769,2019-01-05T19:55:00,2019-01-05T21:36:16,0,10,Daily,Walk In
100770,2019-01-05T20:59:00,2019-01-06T02:57:22,10,10,Daily,Walk In
100771,2019-01-05T21:00:00,2019-01-06T00:00:00,10,12,Weekend,Reserved
100772,2019-01-05T21:00:00,2019-01-06T00:00:00,12,14,Weekend,Reserved
100773,2019-01-05T21:49:00,2019-01-06T11:47:16,38,38,Daily,Walk In
100774,2019-01-05T21:59:00,2019-01-06T01:45:06,10,10,Daily,Walk In
100775,2019-01-05T22:22:00,2019-01-06T00:45:31,10,10,Daily,Walk In
100776,2019-01-05T22:30:00,2019-01-05T23:30:00,12,14,Weekend,Reserved
100777,2019-01-06T00:08:00,2019-01-06T16:43:46,0,38,Daily,Walk In
100778,2019-01-06T00:30:00,2019-01-07T00:30:00,20,22,Daily,Reserved
100779,2019-01-06T00:31:00,2019-01-06T07:45:31,10,10,Daily,Walk In
100780,2019-01-06T06:01:00,2019-01-06T07:34:41,0,22,Daily,Walk In
100781,2019-01-06T07:00:00,2019-01-07T07:00:00,20,22,Daily,Reserved
100782,2019-01-06T07:30:00,2019-01-06T15:30:00,11,13,Weekend,Reserved
100783,2019-01-06T07:30:00,2019-01-07T07:30:00,20,22,Daily,Reserved
100784,2019-01-06T07:48:00,2019-01-06T13:34:02,0,38,Daily,Walk In
100785,2019-01-06T08:07:00,2019-01-06T12:25:41,0,38,Daily,Walk In
100786,2019-01-06T08:30:00,2019-01-06T16:30:00,16,18,Weekend,Reserved
100787,2019-01-06T08:30:00,2019-01-06T16:30:00,11,13,Weekend,Reserved
100788,2019-01-06T08:30:00,2019-01-06T11:30:00,12,14,Weekend,Reserved
100789,2019-01-06T08:30:00,2019-01-06T16:30:00,16,18,Weekend,Reserved
100790,2019-01-06T08:35:00,2019-01-07T07:56:51,0,38,Daily,Walk In
100791,2019-01-06T09:00:00,2019-01-07T09:00:00,20,22,Daily,Reserved
100792,2019-01-06T09:00:00,2019-01-07T09:00:00,20,22,Daily,Reserved
100793,2019-01-06T09:30:00,2019-01-06T17:30:00,16,18,Weekend,Reserved
100794,2019-01-06T10:00:00,2019-01-07T10:00:00,20,22,Daily,Reserved
100795,2019-01-06T10:00:00,2019-01-06T13:00:00,12,14,Weekend,Reserved
100796,2019-01-06T10:00:00,2019-01-07T10:00:00,20,22,Daily,Reserved
100797,2019-01-06T10:00:00,2019-01-06T13:00:00,12,14,Weekend,Reserved
100798,2019-01-06T10:00:00,2019-01-06T18:00:00,11,13,Weekend,Reserved
100799,2019-01-06T10:00:00,2019-01-07T10:00:00,20,22,Daily,Reserved
100800,2019-01-06T10:00:00,2019-01-06T18:00:00,11,13,Weekend,Reserved
100801,2019-01-06T10:00:00,2019-01-06T18:00:00,11,13,Weekend,Reserved
100802,2019-01-06T10:30:00,2019-01-07T10:30:00,20,22,Daily,Reserved
100803,2019-01-06T10:30:00,2019-01-06T18:30:00,16,18,Weekend,Reserved
100804,2019-01-06T10:30:00,2019-01-06T13:30:00,12,14,Weekend,Reserved
100805,2019-01-06T10:30:00,2019-01-06T13:30:00,12,14,Weekend,Reserved
100806,2019-01-06T10:47:00,2019-01-06T13:36:26,38,38,Daily,Walk In
100807,2019-01-06T11:00:00,2019-01-06T19:00:00,11,13,Weekend,Reserved
100808,2019-01-06T11:30:00,2019-01-07T11:30:00,20,22,Daily,Reserved
100809,2019-01-06T11:30:00,2019-01-06T19:30:00,11,13,Weekend,Reserved
100810,2019-01-06T11:30:00,2019-01-06T14:30:00,12,14,Weekend,Reserved
100811,2019-01-06T11:30:00,2019-01-06T19:30:00,16,18,Weekend,Reserved
100812,2019-01-06T11:30:00,2019-01-06T14:30:00,12,14,Weekend,Reserved
100813,2019-01-06T11:30:00,2019-01-06T12:30:00,12,14,Weekend,Reserved
100814,2019-01-06T11:58:00,2019-01-06T16:44:01,0,38,Daily,Walk In
100815,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100816,2019-01-06T12:00:00,2019-01-07T12:00:00,20,22,Daily,Reserved
100817,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100818,2019-01-06T12:00:00,2019-01-06T20:00:00,16,18,Weekend,Reserved
100819,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100820,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100821,2019-01-06T12:00:00,2019-01-06T15:00:00,10,12,Weekend,Reserved
100822,2019-01-06T12:00:00,2019-01-06T20:00:00,16,18,Weekend,Reserved
100823,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100824,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100825,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100826,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100827,2019-01-06T12:00:00,2019-01-06T20:00:00,16,18,Weekend,Reserved
100828,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100829,2019-01-06T12:00:00,2019-01-06T20:00:00,16,18,Weekend,Reserved
100830,2019-01-06T12:00:00,2019-01-06T20:00:00,11,13,Weekend,Reserved
100831,2019-01-06T12:00:00,2019-01-06T20:00:00,16,18,Weekend,Reserved
100832,2019-01-06T12:15:00,2019-01-06T18:16:06,0,38,Daily,Walk In
100833,2019-01-06T12:25:00,2019-01-06T15:33:11,38,38,Daily,Walk In
100834,2019-01-06T12:30:00,2019-01-06T20:30:00,16,18,Weekend,Reserved
100835,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100836,2019-01-06T12:30:00,2019-01-06T20:30:00,16,18,Weekend,Reserved
100837,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100838,2019-01-06T12:30:00,2019-01-06T20:30:00,16,18,Weekend,Reserved
100839,2019-01-06T12:30:00,2019-01-06T20:30:00,16,18,Weekend,Reserved
100840,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100841,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100842,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100843,2019-01-06T12:30:00,2019-01-06T20:30:00,16,18,Weekend,Reserved
100844,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100845,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100846,2019-01-06T12:30:00,2019-01-06T20:30:00,11,13,Weekend,Reserved
100847,2019-01-06T12:30:00,2019-01-06T15:30:00,12,14,Weekend,Reserved
100848,2019-01-06T13:00:00,2019-01-06T21:00:00,11,13,Weekend,Reserved
100849,2019-01-06T13:00:00,2019-01-06T14:00:00,10,12,Weekend,Reserved
100850,2019-01-06T13:00:00,2019-01-07T13:00:00,20,22,Daily,Reserved
100851,2019-01-06T13:00:00,2019-01-07T13:00:00,20,22,Daily,Reserved
100852,2019-01-06T13:00:00,2019-01-06T21:00:00,11,13,Weekend,Reserved
100853,2019-01-06T13:00:00,2019-01-06T21:00:00,11,13,Weekend,Reserved
100854,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100855,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100856,2019-01-06T13:00:00,2019-01-06T21:00:00,11,13,Weekend,Reserved
100857,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100858,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100859,2019-01-06T13:00:00,2019-01-06T16:00:00,12,14,Weekend,Reserved
100860,2019-01-06T13:00:00,2019-01-07T13:00:00,20,22,Daily,Reserved
100861,2019-01-06T13:00:00,2019-01-06T16:00:00,12,14,Weekend,Reserved
100862,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100863,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100864,2019-01-06T13:00:00,2019-01-06T21:00:00,16,18,Weekend,Reserved
100865,2019-01-06T13:00:00,2019-01-06T21:00:00,11,13,Weekend,Reserved
100866,2019-01-06T13:00:00,2019-01-06T16:00:00,12,14,Weekend,Reserved
100867,2019-01-06T13:00:00,2019-01-07T13:00:00,20,22,Daily,Reserved
100868,2019-01-06T13:00:00,2019-01-06T16:00:00,12,14,Weekend,Reserved
100869,2019-01-06T13:15:00,2019-01-06T16:15:00,10,10,Weekend,Reserved
100870,2019-01-06T13:30:00,2019-01-06T21:30:00,11,13,Weekend,Reserved
100871,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100872,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100873,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100874,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100875,2019-01-06T13:30:00,2019-01-06T21:30:00,11,13,Weekend,Reserved
100876,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100877,2019-01-06T13:30:00,2019-01-06T14:30:00,12,14,Weekend,Reserved
100878,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100879,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100880,2019-01-06T13:30:00,2019-01-06T16:30:00,10,12,Weekend,Reserved
100881,2019-01-06T13:30:00,2019-01-06T21:30:00,11,13,Weekend,Reserved
100882,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100883,2019-01-06T13:30:00,2019-01-06T21:30:00,11,13,Weekend,Reserved
100884,2019-01-06T13:30:00,2019-01-06T21:30:00,16,18,Weekend,Reserved
100885,2019-01-06T13:30:00,2019-01-06T15:08:31,0,22,Daily,Walk In
100886,2019-01-06T14:00:00,2019-01-06T22:00:00,11,13,Weekend,Reserved
100887,2019-01-06T14:00:00,2019-01-06T22:00:00,16,18,Weekend,Reserved
100888,2019-01-06T14:00:00,2019-01-06T22:00:00,11,13,Weekend,Reserved
100889,2019-01-06T14:00:00,2019-01-06T22:00:00,11,13,Weekend,Reserved
100890,2019-01-06T14:00:00,2019-01-06T22:00:00,11,13,Weekend,Reserved
100891,2019-01-06T14:00:00,2019-01-06T22:00:00,16,18,Weekend,Reserved
100892,2019-01-06T14:00:00,2019-01-06T17:00:00,10,12,Weekend,Reserved
100893,2019-01-06T14:00:00,2019-01-06T17:00:00,10,12,Weekend,Reserved
100894,2019-01-06T14:00:00,2019-01-06T22:00:00,16,18,Weekend,Reserved
100895,2019-01-06T14:00:00,2019-01-06T22:00:00,16,18,Weekend,Reserved
100896,2019-01-06T14:15:00,2019-01-06T22:15:00,11,11,Weekend,Reserved
100897,2019-01-06T14:30:00,2019-01-06T22:30:00,16,18,Weekend,Reserved
100898,2019-01-06T14:30:00,2019-01-06T17:30:00,12,14,Weekend,Reserved
100899,2019-01-06T14:30:00,2019-01-06T22:30:00,11,13,Weekend,Reserved
100900,2019-01-06T14:30:00,2019-01-06T22:30:00,16,18,Weekend,Reserved
100901,2019-01-06T14:30:00,2019-01-06T22:30:00,16,18,Weekend,Reserved
100902,2019-01-06T14:33:00,2019-01-06T16:38:01,0,38,Daily,Walk In
100903,2019-01-06T15:00:00,2019-01-06T18:00:00,12,14,Weekend,Reserved
100904,2019-01-06T15:00:00,2019-01-06T18:00:00,12,14,Weekend,Reserved
100905,2019-01-06T15:00:00,2019-01-06T23:00:00,11,13,Weekend,Reserved
100906,2019-01-06T15:30:00,2019-01-06T18:30:00,12,14,Weekend,Reserved
100907,2019-01-06T15:31:00,2019-01-06T16:38:52,0,22,Daily,Walk In
100908,2019-01-06T15:43:00,2019-01-12T15:06:32,0,228,Daily,Walk In
100909,2019-01-06T15:51:00,2019-01-07T07:38:51,0,38,Daily,Walk In
100910,2019-01-06T16:00:00,2019-01-06T17:00:00,12,14,Weekend,Reserved
100911,2019-01-06T16:00:00,2019-01-07T00:00:00,13,15,Evening,Reserved
100912,2019-01-06T16:11:00,2019-01-07T09:08:41,30,38,Hotel Rate,Walk In
100913,2019-01-06T16:13:00,2019-01-07T07:06:42,0,38,Daily,Walk In
100914,2019-01-06T17:05:00,2019-01-06T18:51:12,10,10,Daily,Walk In
100915,2019-01-06T17:30:00,2019-01-06T20:30:00,12,14,Weekend,Reserved
100916,2019-01-06T18:00:00,2019-01-06T21:00:00,12,14,Weekend,Reserved
100917,2019-01-06T18:30:00,2019-01-07T02:30:00,16,18,Evening,Reserved
100918,2019-01-06T19:00:00,2019-01-06T20:00:00,12,14,Weekend,Reserved
100919,2019-01-06T20:30:00,2019-01-07T20:30:00,20,22,Daily,Reserved
100920,2019-01-07T04:30:00,2019-01-08T04:30:00,20,22,Weekday,Reserved
100921,2019-01-07T05:34:00,2019-01-07T14:12:31,21,38,Underground Rate,Walk In
100922,2019-01-07T06:14:00,2019-01-07T19:45:16,21,38,Underground Rate,Walk In
100923,2019-01-07T06:22:00,2019-01-07T14:45:46,21,38,Underground Rate,Walk In
100924,2019-01-07T06:59:00,2019-01-07T08:36:22,0,22,Daily,Walk In
100925,2019-01-07T07:00:00,2019-01-08T07:00:00,20,22,Weekday,Reserved
100926,2019-01-07T07:13:00,2019-01-07T09:03:16,0,22,Daily,Walk In
100927,2019-01-07T07:20:00,2019-01-07T12:24:11,0,38,Daily,Walk In
100928,2019-01-07T07:26:00,2019-01-07T20:32:36,38,38,Daily,Walk In
100929,2019-01-07T07:37:00,2019-01-07T11:56:52,0,38,Daily,Walk In
100930,2019-01-07T07:47:00,2019-01-07T12:07:16,0,38,Daily,Walk In
100931,2019-01-07T07:55:00,2019-01-07T09:00:12,0,22,Daily,Walk In
100932,2019-01-07T08:17:00,2019-01-07T09:43:21,0,22,Daily,Walk In
100933,2019-01-07T08:30:00,2019-01-07T09:30:00,10,12,Weekday,Reserved
100934,2019-01-07T08:30:00,2019-01-08T08:30:00,20,22,Weekday,Reserved
100935,2019-01-07T09:37:00,2019-01-07T10:55:31,0,22,Daily,Walk In
100936,2019-01-07T09:49:00,2019-01-07T18:30:31,38,38,Daily,Walk In
100937,2019-01-07T10:00:00,2019-01-07T18:00:00,13,15,Weekday,Reserved
100938,2019-01-07T10:00:00,2019-01-07T13:00:00,10,12,Weekday,Reserved
100939,2019-01-07T10:00:00,2019-01-07T13:00:00,10,12,Weekday,Reserved
100940,2019-01-07T10:00:00,2019-01-07T18:00:00,13,15,Weekday,Reserved
100941,2019-01-07T10:00:00,2019-01-07T13:00:00,10,12,Weekday,Reserved
100942,2019-01-07T10:10:00,2019-01-07T15:03:11,0,38,Daily,Walk In
100943,2019-01-07T10:15:00,2019-01-07T17:30:00,14,14,Weekday,Reserved
100944,2019-01-07T10:30:00,2019-01-07T18:30:00,14,16,Weekday,Reserved
100945,2019-01-07T10:30:00,2019-01-07T18:30:00,18,20,Weekday,Reserved
100946,2019-01-07T11:00:00,2019-01-07T14:00:00,10,12,Weekday,Reserved
100947,2019-01-07T11:00:00,2019-01-07T14:00:00,10,12,Weekday,Reserved
100948,2019-01-07T11:00:00,2019-01-07T19:00:00,13,15,Weekday,Reserved
100949,2019-01-07T11:30:00,2019-01-07T19:30:00,18,20,Weekday,Reserved
100950,2019-01-07T11:30:00,2019-01-07T14:30:00,10,12,Weekday,Reserved
100951,2019-01-07T11:50:00,2019-01-07T17:20:51,38,38,Daily,Walk In
100952,2019-01-07T12:00:00,2019-01-07T15:00:00,12,14,Weekday,Reserved
100953,2019-01-07T12:00:00,2019-01-07T15:00:00,10,12,Weekday,Reserved
100954,2019-01-07T12:30:00,2019-01-07T20:30:00,14,14,Weekday,Reserved
100955,2019-01-07T12:35:00,2019-01-08T18:09:42,0,76,Daily,Walk In
100956,2019-01-07T12:38:00,2019-01-07T12:41:11,12,12,Daily,Walk In
100957,2019-01-07T13:00:00,2019-01-07T16:00:00,10,12,Weekday,Reserved
100958,2019-01-07T13:30:00,2019-01-07T16:30:00,10,12,Weekday,Reserved
100959,2019-01-07T13:30:00,2019-01-07T21:30:00,13,15,Weekday,Reserved
100960,2019-01-07T13:42:00,2019-01-07T15:39:52,0,22,Daily,Walk In
100961,2019-01-07T14:30:00,2019-01-07T22:30:00,14,16,Weekday,Reserved
100962,2019-01-07T15:00:00,2019-01-07T18:00:00,10,12,Weekday,Reserved
100963,2019-01-07T15:00:00,2019-01-07T18:00:00,10,12,Weekday,Reserved
100964,2019-01-07T15:00:00,2019-01-07T23:00:00,14,16,Weekday,Reserved
100965,2019-01-07T15:30:00,2019-01-07T18:30:00,10,12,Weekday,Reserved
100966,2019-01-07T15:39:00,2019-01-11T09:04:21,0,152,Daily,Walk In
100967,2019-01-07T15:48:00,2019-01-07T19:41:42,38,38,Daily,Walk In
100968,2019-01-07T16:00:00,2019-01-10T13:00:00,54,54,Multi-Day,Reserved
100969,2019-01-07T16:00:00,2019-01-09T16:00:00,40,44,Daily,Reserved
100970,2019-01-07T16:00:00,2019-01-07T19:00:00,10,12,Weekday,Reserved
100971,2019-01-07T16:25:00,2019-01-08T08:31:26,0,38,Daily,Walk In
100972,2019-01-07T16:30:00,2019-01-07T19:30:00,10,12,Weekday,Reserved
100973,2019-01-07T16:38:00,2019-01-07T19:42:12,0,38,Daily,Walk In
100974,2019-01-07T16:50:00,2019-01-08T08:03:52,0,38,Daily,Walk In
100975,2019-01-07T17:00:00,2019-01-08T17:00:00,20,22,Weekday,Reserved
100976,2019-01-07T17:00:00,2019-01-07T20:00:00,10,12,Weekday,Reserved
100977,2019-01-07T17:12:00,2019-01-14T18:02:42,0,276,Daily,Walk In
100978,2019-01-07T17:30:00,2019-01-07T20:30:00,10,12,Weekday,Reserved
100979,2019-01-07T17:30:00,2019-01-07T18:30:00,10,12,Weekday,Reserved
100980,2019-01-07T17:30:00,2019-01-08T01:30:00,11,13,Evening,Reserved
100981,2019-01-07T17:55:00,2019-01-07T20:20:56,0,10,Daily,Walk In
100982,2019-01-07T19:02:00,2019-01-07T20:38:26,0,10,Daily,Walk In
100983,2019-01-07T20:00:00,2019-01-07T23:00:00,10,12,Weekday,Reserved
100984,2019-01-08T05:33:00,2019-01-08T14:15:56,21,38,Underground Rate,Walk In
100985,2019-01-08T06:23:00,2019-01-08T19:44:42,21,38,Underground Rate,Walk In
100986,2019-01-08T07:30:00,2019-01-09T07:30:00,20,22,Weekday,Reserved
100987,2019-01-08T07:49:00,2019-01-08T08:47:51,0,12,Daily,Walk In
100988,2019-01-08T08:02:00,2019-01-08T10:26:32,38,38,Daily,Walk In
100989,2019-01-08T08:17:00,2019-01-09T07:51:56,0,38,Daily,Walk In
100990,2019-01-08T09:06:00,2019-01-08T15:58:26,38,38,Daily,Walk In
100991,2019-01-08T10:00:00,2019-01-08T13:00:00,12,14,Weekday,Reserved
100992,2019-01-08T10:30:00,2019-01-08T18:30:00,14,16,Weekday,Reserved
100993,2019-01-08T10:30:00,2019-01-08T18:30:00,13,15,Weekday,Reserved
100994,2019-01-08T11:00:00,2019-01-08T14:00:00,10,12,Weekday,Reserved
100995,2019-01-08T11:00:00,2019-01-08T19:00:00,14,16,Weekday,Reserved
100996,2019-01-08T11:00:00,2019-01-09T11:00:00,20,22,Weekday,Reserved
100997,2019-01-08T11:16:00,2019-01-08T12:16:21,0,12,Daily,Walk In
100998,2019-01-08T11:30:00,2019-01-08T14:30:00,10,12,Weekday,Reserved
100999,2019-01-08T12:00:00,2019-01-08T15:00:00,10,12,Weekday,Reserved
101000,2019-01-08T12:00:00,2019-01-08T15:00:00,10,12,Weekday,Reserved
101001,2019-01-08T12:30:00,2019-01-08T20:30:00,14,16,Weekday,Reserved
101002,2019-01-08T12:30:00,2019-01-08T20:30:00,14,16,Weekday,Reserved
101003,2019-01-08T12:30:00,2019-01-09T12:30:00,20,22,Weekday,Reserved
101004,2019-01-08T12:41:00,2019-01-08T13:20:26,0,12,Daily,Walk In
101005,2019-01-08T13:00:00,2019-01-08T21:00:00,14,16,Weekday,Reserved
101006,2019-01-08T13:00:00,2019-01-08T16:00:00,10,12,Weekday,Reserved
101007,2019-01-08T13:00:00,2019-01-08T21:00:00,18,20,Weekday,Reserved
101008,2019-01-08T13:00:00,2019-01-08T21:00:00,14,16,Weekday,Reserved
101009,2019-01-08T13:00:00,2019-01-08T16:00:00,10,12,Weekday,Reserved
101010,2019-01-08T13:17:00,2019-01-08T14:48:12,22,22,Daily,Walk In
